,q1_oxf_ks_limping,q1_oxf_ks_standing,pers_age,q1_eq5d_persol_care,cc_livd,q1_eq5d_usual_activities,q1_oxf_ks_stairs,q1_oxf_ks_walking,q1_eq5d_anxiety,cc_lbp,cc_nc,cc_sd,q1_oxf_ks_conf,q1_eq5d_discomfort,side,cc_rf,q1_oxf_ks_kneeling,kr_prev,cc_hbp_meds,q1_oxf_ks_transport,q1_oxf_ks_work,q1_eq5d_vas,cc_hd_meds,cc_dep_meds,pjr_diag,bmi,sch_edu,cc_diab,cc_hd,cc_dep,non_sch_edu,q1_oxf_ks_shopping,kr_prev_side,cc_lud,cc_sd_meds,cc_ii_arth,q1_oxf_ks_washing,pers_sex,tjr_any,cc_lud_meds,hr_prev,cc_hbp,hr_prev_side,cc_diab_meds,q1_oxf_ks_night_pain
0,1.0,0.8045090533595991,0.795902008359595,0.6048841270155566,0.5517016749400065,0.5351571688064888,0.522874021613744,0.35828006006434643,0.35763580996666156,0.357505497305821,0.3421996762675701,0.32065457192211994,0.30542228835425334,0.2789282986513867,0.27634207888684886,0.25289640349593273,0.2449336826335046,0.23484604133151485,0.21704208189639687,0.207160489919207,0.20660730495614563,0.20045899970762052,0.1954840316575916,0.19318466558508432,0.19308221183409774,0.18807755173489452,0.1766435250499412,0.16456698357526808,0.15748388236594763,0.14566587562897043,0.1428218995783549,0.1422277087466272,0.14210985482720773,0.1360742403949437,0.11041592122582722,0.10753796568179104,0.10331049380828024,0.10297853065258541,0.05057207283309189,0.048219230139706706,0.027752597816231035,0.01888388830792819,0.015990970387227507,0.00715592424564336,0.0
1,0.8683446275212533,0.6658592890436694,1.0,0.48970002719227923,0.5646704235365742,0.42724413542130124,0.46357433967808204,0.29614316516452516,0.3441527772296559,0.32514480774801513,0.2526365038452201,0.2682198549033956,0.3686494032844355,0.04107579748810749,0.3845096660489841,0.23696048977198383,0.2304614301963768,0.09209001091696721,0.11817095849094111,0.0,0.2864378817130706,0.2637265013174903,0.13465070478254548,0.036130848388469694,0.02499094733808983,0.16228822931371192,0.06899792113312941,0.0867892288756374,0.1142452037259624,0.16679383568985504,0.07231056121905073,0.15489488994769973,0.1403464277021557,0.07424259770960125,0.06320563623839243,0.12462394099678899,0.12829295612826477,0.07957176549442832,0.0007181000096686218,0.08233255924495188,0.009581848406844631,0.056372226246196235,0.16658749255225053,0.018314601905880117,0.024799969356804792
2,0.9794449950568543,0.7482662212349317,1.0,0.5901710336663916,0.7486249825193719,0.3986260823206614,0.5310169714320258,0.4103667761610795,0.43132487344300385,0.3609217190053082,0.22003829929162338,0.24756027090920107,0.2865662146522267,0.19560321258957566,0.44164088156723297,0.18443790609630897,0.27326016244093254,0.10804017385551752,0.2452997668412156,0.21480691216522216,0.3591790723537045,0.33555052175803707,0.22722270415043055,0.027808458861204022,0.15662025515144215,0.24475564429888888,0.1060911726815318,0.1467659617759782,0.11245572276117258,0.2675409375324123,0.0010142603108055871,0.14927977145424753,0.06446492621758634,0.14245609968966907,0.03610684596841521,0.022433442424559778,0.08172177523936676,0.11011225725545366,0.08392122363161963,0.01062202061964317,0.0,0.08326991960745586,0.006836365870765202,0.08363212722423732,0.10686433701428237
3,0.8897729277453067,0.6549809914988207,1.0,0.4782261531593948,0.5233002803907657,0.4264560452387103,0.4537971461462739,0.25959581724258773,0.3470994197784285,0.35557171350541467,0.2865247740483956,0.21334960775046766,0.2522839553073112,0.1973986442495348,0.21820652449650407,0.3644001036060076,0.20025544263971395,0.19501568233338568,0.16589411191641013,0.20119917260269893,0.2829953495510002,0.21522214578680032,0.12037197308428516,0.10816156089671063,0.15466293603871076,0.2001440656020354,0.12077932793351218,0.15341721882579512,0.15930785203263276,0.12125442643836755,0.014287396780128055,0.1771283995246355,0.20820472168015156,0.017937901209862526,0.15546906790587792,0.021881633099497044,0.1115639234565967,0.07513454561338324,0.015909404700960444,0.10974145626783789,0.008328576191600484,0.001051166189113116,0.02789083434696053,0.0,0.007885760881973652
4,0.9453183648742055,0.6217287161149989,1.0,0.4985234184008937,0.5263343456653659,0.3067573619796188,0.4345668015157081,0.4158545090508433,0.3174392281380965,0.3108910136881072,0.2436110753240442,0.1648566517239084,0.15280311944162683,0.13987958455555402,0.2889170968714952,0.2470502641821088,0.29159511664889415,0.05939139812869726,0.17143111287330617,0.11430961239345017,0.29117043631938133,0.23508659561837913,0.23052541170020344,0.03814092305043616,0.23285260193511986,0.13017638581003038,0.14139282598356204,0.0651966909809509,0.22952446799710963,0.14666901111025885,0.09629821898965601,0.2382959770938794,0.015400402560868155,0.0801569953948732,0.023493001313281716,0.07437270477276872,0.1412759560587732,0.07094352174509706,0.10340741289946147,0.17293974245033714,0.013631804099706263,0.07388461843602033,0.21321040030606153,0.0,0.0015148701618614467
5,0.9557337679171863,0.7526497090944392,1.0,0.5243545618939178,0.49669190834563454,0.4025258371126269,0.43046046461138904,0.4233377488901192,0.43277751791221325,0.3057793683668458,0.15549600179372267,0.3028062317114283,0.25480615179965943,0.13789937142464465,0.2655293435791794,0.30731810196813525,0.3053795677302548,0.17560463039392615,0.13395611942926716,0.11583684991639283,0.34308508827663936,0.1987419772670211,0.1335640693489236,0.1976440525497771,0.13611330045616532,0.13930268987845795,0.049138084867760064,0.02960450830814781,0.09808490498207705,0.10969752667770503,0.051144615386954986,0.15170027433795275,0.1247118373285105,0.018969221120593644,0.14050679781336786,0.08887452845133267,0.08623493746157382,0.08493495941556788,0.05958438468436173,0.1141475827731294,0.019468572249035275,0.039534886347593105,0.0,0.027869436169626866,0.019515626303029183
6,1.0,0.586606641091315,0.9614485453855378,0.5438027919845688,0.39782774284166916,0.40835473457620186,0.5107480952461415,0.39597964633102456,0.3378770261519017,0.3169342141118043,0.1227874498596081,0.25340003376225173,0.15580653949768922,0.0898495173591217,0.30636231063881836,0.24851078947974548,0.2533652566036498,0.22671649970374103,0.12151487214152938,0.2693062452974738,0.34446127943292354,0.3108777982338929,0.1605518025500125,0.10068288675354102,0.05138385050023485,0.2518992806196632,0.1064406963501575,0.0,0.07162302362574592,0.20017767954997204,0.0999801109697398,0.1787067044753195,0.19468372428556763,0.05302357551300313,0.08542379580767039,0.08788510087157139,0.18886150204946622,0.11329270513157313,0.06880018779258568,0.0769091309246394,0.0364932814819544,0.014897463087514133,0.07501256989994143,0.010800599014005034,0.07287361812043086
7,0.9822085408466519,0.680703396988851,1.0,0.5542281055915098,0.5667159954041765,0.31086656638739574,0.5684911413574314,0.3177595114890797,0.2827434675657138,0.30239352528104835,0.3206016661511896,0.26116562727727893,0.17506241307879078,0.13696723299435207,0.38099497506933855,0.07549768963435387,0.31119797824316114,0.11698483824308299,0.052430607858155176,0.15894936088160827,0.30088531431959686,0.31225080817789075,0.18191150939370915,0.09914160308991202,0.1940517991748444,0.19949318025899507,0.21616873935770897,0.05718824210701252,0.1558349386600058,0.22540735297538853,0.02952172414815489,0.2698543150867914,0.08155907326324123,0.06714177126044006,0.18999005763509455,0.04109673497705613,0.04133504991341771,0.09886556033133369,0.20373548104242672,0.06458596797936958,0.062279526598355076,0.0,0.05033739827256749,0.023802665949905905,0.0843852905386101
8,0.9474275766803789,0.761117776435896,1.0,0.45752289693352177,0.7033437839885853,0.3583147443466343,0.5175209332207784,0.35524679686967336,0.29855727602397225,0.3839023906497474,0.23249603245171777,0.3406329823925358,0.21207157384422937,0.18447473937781364,0.2900650376722416,0.2612222113119842,0.3308462076316729,0.04567251816946335,0.06689597888260612,0.16193098798527714,0.24214207973683136,0.32855471022794963,0.14601140782666372,0.03623628594938826,0.08445061580244889,0.2359232593114482,0.15344908605294635,0.03408403361871746,0.20408964334387258,0.2124309471329288,0.0025797945440773937,0.18030550162994397,0.07811379545200149,0.21946873163377056,0.1989542324061342,0.039362730133488136,0.09968146478388241,0.09616443177586709,0.006040880814853957,0.0,0.021371119941347935,0.10452796660998008,0.06779915030262162,0.009673743986599459,0.04134494872986769
9,0.8750282634081812,0.6607262629994609,1.0,0.47967007136867185,0.5915781902398377,0.4198649008689109,0.33950921723487565,0.34699189267970454,0.3957173760223045,0.3192805309383268,0.07599339399012994,0.2690803317806982,0.2139380273604195,0.13897979711091032,0.3365838008599446,0.26474546577866764,0.24097924521723543,0.09707007001464098,0.07298888960887147,0.10843698972268365,0.27218023057833196,0.145319033495533,0.1628143876566639,0.07696882388802566,0.20375743464309787,0.10364018060898786,0.0548347297189081,0.16778381189666075,0.1637472939808998,0.0172598064349481,0.0,0.11874817447257187,0.09833306644148837,0.04823897623788802,0.16867888990597293,0.08310864319067628,0.1356252109606723,0.0672210745870083,0.05520141169097283,0.1728978995724434,0.045344416627745104,0.010653561151892687,0.000672030717030558,0.09882028673747022,0.017140805498685775
10,1.0,0.6697785746778768,0.9233136105488843,0.603677631291958,0.5771684119707824,0.5425725573036873,0.4056652636559957,0.5034471328228498,0.35074041878089973,0.4929148650127457,0.2650894263442039,0.33436432579828806,0.2292199436908534,0.22098207515981183,0.21111367870300982,0.19238361896328204,0.36307629716290296,0.2059043201308764,0.2114529872402108,0.2794899403040687,0.15610511792167636,0.24927377261004374,0.13689188343912842,0.1634325878581489,0.1823120945259214,0.13569075829770058,0.12679212282329852,0.10609308455798001,0.14970515285969777,0.12867950256941,0.10673115445587876,0.1063767979709981,0.15914342810812313,0.12265118144285315,0.1863653035202144,0.05046039296587748,0.16472690836317075,0.08910801002525233,0.02824384461044137,0.030759893714474833,0.09854723644377875,0.0,0.04987627964488178,0.003956401332387353,0.02961696618067124
11,1.0,0.7855808177628553,0.8295037158609598,0.5962601529421906,0.617213953008705,0.3315682809567128,0.45325718067529425,0.2620631986620774,0.3382768352710362,0.3249439045439322,0.23898323637410987,0.3049064070419192,0.3084665448085967,0.19113684186536195,0.2658340301570027,0.2389279048709275,0.34621251831127314,0.16610785488536728,0.214151497765938,0.2249985013921803,0.23310349433485328,0.25192728548719145,0.24050555037324356,0.06109696696715722,0.1133187726191744,0.09426771947826984,0.07666159641644119,0.10151928535491497,0.18909182582876527,0.17210246129284612,0.06736740238860088,0.17059330013528995,0.16186162438371418,0.1306249568941527,0.24359220138226345,0.11545311703039435,0.0774676955768348,0.07663740728472022,0.11457335999905337,0.11926066524944356,0.06579993219218352,0.025562295579006827,0.05680353834072859,0.06584315891014982,0.0
12,1.0,0.6233529565726608,0.9632961817367861,0.4580188724644022,0.5763581719077969,0.42281865173396777,0.367041714693592,0.3253065167709999,0.3799460787066975,0.3291211745025128,0.20308290783138888,0.3079470653037937,0.3627989668142234,0.21059914639757762,0.32516427181571517,0.2585710587681069,0.2911753062966867,0.017131062095666175,0.23939399788320923,0.12582072410939044,0.37417661299491856,0.3502035667340201,0.10272828878571368,0.05222357237340154,0.021690992727434834,0.13642525958315796,0.09650995561736245,0.14987502718381107,0.15494179046563789,0.20806866368651544,0.08414402802968457,0.24744812405347488,0.1677052073978918,0.17288237730467731,0.15806106779853912,0.12655239440234803,0.23387655876275792,0.06243579818035612,0.11087722617454619,0.16319629658450238,0.0,0.07338308450204648,0.008924826821214952,0.08595645272520236,0.09312519967831358
13,0.965439053614073,0.7919714910470821,1.0,0.5611310873113009,0.5775806867895921,0.510939949283165,0.4733625147309921,0.4417491166350148,0.40464742425148426,0.2930190407735341,0.20842708384088124,0.31637956544487755,0.1953874206622627,0.060097824749149084,0.44592251190616616,0.20421600704644646,0.3339587223165387,0.1864653448065646,0.13875782046359744,0.23874123174527148,0.2264003380318996,0.3646153090576401,0.23640704333969265,0.07472679027244741,0.28003554392249685,0.23987595903546555,0.0,0.022669997950233094,0.1679780771557526,0.27466080379208324,0.006412043402935833,0.3043328754462504,0.1635918725340471,0.021339796887801583,0.21091145817854715,0.09309194518193381,0.16981139706674733,0.07202218153457611,0.14574934899742628,0.18230701852649603,0.025351618946732934,0.029907326487590476,0.05847948196155091,0.006731947987921429,0.013326040140539997
14,1.0,0.6512749157918172,0.9277074504264262,0.5652742419008161,0.591674468728373,0.5035814139480117,0.42125782856351857,0.3906843896254305,0.4039630180983386,0.3538216468275025,0.11853233684895709,0.2961144862355577,0.39779708964968263,0.12294385533699295,0.33680153404183943,0.30918595381539293,0.4569056876961047,0.2744786874335162,0.07468956895019593,0.20304631881759427,0.26219925391167925,0.2666623687205984,0.1995836260113689,0.18070525277234653,0.17955186319922295,0.15563438281660052,0.1936167104302983,0.13580154695837077,0.20110515685557634,0.09415444956603919,0.11443858502045347,0.10645583424911251,0.18372210363016617,0.12996527579759343,0.16204598602256526,0.019998232129941177,0.17398768926909433,0.06599272261326049,0.06875487546287347,0.08288022798643646,0.052447136668307436,0.14180780693174136,0.0552066197386289,0.026109114442857732,0.0
15,1.0,0.7138417981929522,0.9241746784933141,0.48945253403205774,0.6033868463673242,0.46839246613687807,0.44601743128174304,0.3381494489227015,0.45506410728016305,0.25564695280235233,0.1156973703468513,0.33067252696146504,0.3334457075460044,0.0,0.256349326848299,0.4094056836230427,0.3658488870398131,0.18499253919837513,0.05273205687347929,0.15092227418304482,0.31081862380173686,0.3213892854096431,0.23433160831278083,0.05775043269980701,0.2252844748570818,0.08840336376502335,0.08742598096543601,0.008055136068684594,0.11334351685981216,0.1839079137445735,0.1136365256109561,0.08520835910844649,0.20766710293792795,0.025014347493993658,0.1384383841202441,0.128290468890103,0.1910447384481025,0.10233834258622335,0.07974217500237453,0.16745153776043503,0.034169101954901006,0.08309570890646426,0.00164799109132748,0.003979466543457123,0.03053025512811014
16,0.9495377264819104,0.645341647505101,1.0,0.4999722317182439,0.5266577495296785,0.35833979313976594,0.5289063942813346,0.29358517781222415,0.4699461743113079,0.2651163435151062,0.17594507252487127,0.1503664927940645,0.29294546747587946,0.24995982459607557,0.23665652167955417,0.2815751269756912,0.25216636283897165,0.21671722483989952,0.11078318880131971,0.20430641951719059,0.2990367691951908,0.22928488131428712,0.0958744660505693,0.06642750184746944,0.03651385552227636,0.19590602364589485,0.08117379590447867,0.03556021446655873,0.07561516309911044,0.19771496813597636,0.09934805712575129,0.14880120423280963,0.07224596181568606,0.016097100053799735,0.0654554547337801,0.009926639873408803,0.0553295394047269,0.05911215408632363,0.15087991040820473,0.06010719434527059,0.0006469052644435113,0.003933218823809378,0.023107698265544287,0.06117312781735925,0.0
17,0.858034199228168,0.7400674899239857,1.0,0.5629061391527949,0.6865254517489388,0.5682521193600397,0.4816394622729521,0.37081161714499533,0.3446917626406057,0.3959342941969727,0.08485109148892343,0.2535736549688357,0.25694732411475935,0.011548361527191369,0.2540589745541211,0.24994712975160416,0.30380435216279883,0.22996051117981084,0.11084452085398713,0.2090645799240448,0.24520647641430868,0.19137163689641326,0.21498329781916292,0.0,0.18411458475050135,0.07382604372881141,0.05182642534372062,0.09944425388832392,0.078947484024528,0.22140534729964478,0.053611308611404916,0.07922928567322657,0.20405999588364235,0.12535316972602606,0.17346933202444914,0.05388136066045149,0.19577078199570414,0.07700352174479046,0.10430634035787918,0.01337688875816815,0.024046170328150904,0.047654266453864925,0.14512641143905927,0.049921924016689385,0.025109971762106813
18,1.0,0.8267856268534648,0.9419937262888447,0.6966273568239735,0.41929087097964096,0.3231449782169712,0.5294804972934253,0.4175610803055612,0.3404519064604837,0.2983288920432876,0.3261955712805819,0.25084761780270015,0.21876319950568496,0.21899019136924122,0.20677372296607435,0.005719681136547984,0.3270538978136266,0.20484625679086657,0.2652508707026675,0.06820773981155397,0.279330772421241,0.25296951906261234,0.20069733804283904,0.011557378206453276,0.21856695886346714,0.19254999377039103,0.13472109270109128,0.11058709379461017,0.17216409978059957,0.23670116733464833,0.0452990854296474,0.306407652445206,0.1227294675912455,0.07879795376728797,0.1187774945256859,0.09871249923661708,0.19791249134801595,0.08358726463545098,0.10202695612976077,0.036415885297240644,0.058223323780760255,0.09865953774684665,0.10838445394896024,0.0,0.01616594140162376
19,1.0,0.7424333001359514,0.9038019467994736,0.5686609565253071,0.4408729441956944,0.4706945600119669,0.44979139014581915,0.45527419175378864,0.42666817676768654,0.2917040431143295,0.09599398993106482,0.23924847546459943,0.22378517943074921,0.13291623249384632,0.3242497666604371,0.2079540288914244,0.29921896138564563,0.1727344231476657,0.12413909392557097,0.24364662206925847,0.11842145755561267,0.1477439090549925,0.2207644082795723,0.05467366275261543,0.05981356636190086,0.18874285462465362,0.013918423529945698,0.024109173638318913,0.31820096088187033,0.16487024830839223,0.06092019878639661,0.30298619395294907,0.12486391158522306,0.050139374041201806,0.07484450166278907,0.059305060418789836,0.06189741327975475,0.10163503994762316,0.12289084705216174,0.1094848960076316,0.024026216869071942,0.005240578370598079,0.16800255554219592,0.0,0.03634157070012348
